Book Link,Title,Author,Genre,Language,Average Rating,Number of Ratings,Publication Date,Number of Pages,Currently Reading,Want to Read,Age at Publication
https://www.goodreads.com/book/show/139598947,ドラゴンの眼　上下巻セット,Stephen King,,,5.0,1 rating0 reviews,,299.0,0.0,0.0,
https://www.goodreads.com/book/show/138466103-by-stephen-thraves---ghost-train,By Stephen Thraves - Ghost Train: Adventure Gamebook (1991-04-05) [Paperback],Stephen King,,Italian,5.0,1 rating0 reviews,,299.0,0.0,0.0,
https://www.goodreads.com/book/show/137922481-sleeping-beauties-3-cvr-a-wu,Sleeping Beauties #3 CVR A Wu,Stephen King,,,5.0,1 rating0 reviews,2020-01-01,299.0,0.0,0.0,72.27926078028747
https://www.goodreads.com/book/show/137914259-ha-machon,Ha-Machon,Stephen King,,English,5.0,1 rating0 reviews,2020-01-01,553.0,0.0,0.0,72.27926078028747
https://www.goodreads.com/book/show/123729914-dark-tower-complete-7-volumes-set,DARK TOWER COMPLETE 7 VOLUMES SET,Stephen King,,English,5.0,1 rating0 reviews,,299.0,0.0,5.0,
https://www.goodreads.com/book/show/123549819-ur-audiobook-unabridged-publisher,"UR [Audiobook, Unabridged] Publisher: Simon & Schuster Audio; Unabridged edition",Stephen King,,English,5.0,1 rating0 reviews,2011-01-01,299.0,0.0,0.0,63.279945242984255
https://www.goodreads.com/book/show/123540101-fantasy-annual-iv,Fantasy Annual IV,Stephen King,,,5.0,1 rating0 reviews,1981-01-01,344.0,0.0,0.0,33.281314168377826
https://www.goodreads.com/book/show/123457842-stand-captain-trips-1-comic-book,Stand Captain Trips #1 Comic Book,Stephen King,,English,5.0,1 rating0 reviews,2008-01-01,299.0,0.0,0.0,60.27926078028747
https://www.goodreads.com/book/show/123025911-the-hard-case-crime-novels-of-stephen-king,The Hard Case Crime Novels of Stephen King,Stephen King,,,5.0,1 rating0 reviews,,299.0,0.0,4.0,
https://www.goodreads.com/book/show/117078894,ドロレス・クレイボーン,Stephen King,,,5.0,1 rating0 reviews,,299.0,0.0,0.0,
https://www.goodreads.com/book/show/115742306-stephen-king-desk-calendar-2007,Stephen King Desk Calendar 2007!,Stephen King,,,5.0,1 rating0 reviews,2006-01-01,299.0,0.0,0.0,58.280629705681044
https://www.goodreads.com/book/show/115680255-vwa-kompendium-2-methodische-und-quantitative-grundlagen-der-volks--und,VWA-Kompendium 2. Methodische und quantitative Grundlagen der Volks- und Betriebswirtschaftslehre,Stephen King,,German,5.0,1 rating0 reviews,,299.0,0.0,0.0,
https://www.goodreads.com/book/show/108599783-principles-of-economics,Principles of Economics: Australia and New Zealand Edition,Stephen King,,,5.0,1 rating0 reviews,,299.0,0.0,0.0,
https://www.goodreads.com/book/show/143752100-antique-rare-stephen-king-hearts-in-suspension-2016-hardcover-book,Antique Rare STEPHEN KING ~ Hearts in Suspension (2016) Hardcover Book ~ New Condition [Hardcover] Stephen Crane,Stephen King,,English,5.0,1 rating0 reviews,1800-01-01,299.0,0.0,0.0,-147.71526351813827
https://www.goodreads.com/book/show/161426892-two-collector-s-editions---the-shining-and-salem-s-lot,Two Collector's Editions - The Shining and 'Salem's Lot,Stephen King,,English,5.0,1 rating0 reviews,1991-01-01,299.0,0.0,0.0,43.279945242984255
https://www.goodreads.com/book/show/158684391-later-hard-case-crime-paperback-2-mar-2021,Later Hard Case Crime Paperback 2 Mar 2021,Stephen King,,,5.0,1 rating0 reviews,2021-01-01,299.0,0.0,0.0,73.28131416837782
https://www.goodreads.com/book/show/148468785-the-bachman-books,The Bachman Books,Stephen King,,English,5.0,1 rating0 reviews,1985-01-01,692.0,3.0,9.0,37.281314168377826
https://www.goodreads.com/book/show/148434337-the-wind-through-the-keyhole-slip-case---no-book,The Wind Through the Keyhole Slip Case - No Book,Stephen King,,,5.0,1 rating0 reviews,1964-01-01,299.0,0.0,0.0,16.279260780287473
https://www.goodreads.com/book/show/148348548-beit-kvarot-le-hayot-sha-ashuim,Beit Kvarot le-Hayot Sha'ashuim,Stephen King,,English,5.0,1 rating0 reviews,2019-01-01,319.0,0.0,0.0,71.27994524298425
https://www.goodreads.com/book/show/148316633-la-torre-oscura-el-largo-camino-a-casa,La torre oscura. El largo camino a casa,Stephen King,,,5.0,1 rating0 reviews,2009-01-01,299.0,0.0,0.0,61.281314168377826
https://www.goodreads.com/book/show/147627459-cuaderno-de-coche-para-ni-os,Cuaderno de coche para niños: Coches deportivos Para niños Libro de escritura: Libro de bocetos de autos de carreras para niños Cuaderno de regalo,Stephen King,,Spanish; Castilian,5.0,1 rating0 reviews,2022-09-18,110.0,0.0,0.0,74.99247091033538
https://www.goodreads.com/book/show/147453324-stephen-king,Stephen King: The Stand: Captain Trips - First Printing Set,Stephen King,,English,5.0,1 rating0 reviews,2008-01-01,32.0,0.0,0.0,60.27926078028747
https://www.goodreads.com/book/show/147306019-salems-lot-vol-2-japanese-edition-by-king-stephen-2011-paperback,"Salems Lot Vol. 2 (Japanese Edition) by King, Stephen (2011) Paperback",Stephen King,,,5.0,1 rating0 reviews,,299.0,0.0,0.0,
https://www.goodreads.com/book/show/146980507-this-fall-belongs-to-the-king-penguin-publishing-advertisment,This Fall Belongs to the King! Penguin Publishing Advertisment,Stephen King,,,5.0,1 rating0 reviews,1991-01-01,299.0,0.0,0.0,43.279945242984255
https://www.goodreads.com/book/show/146928301-dark-tower-4-the-long-road-home-comic-book-1st-printing,Dark Tower #4 The Long Road Home Comic Book 1st Printing,Stephen King,,,5.0,1 rating0 reviews,2008-01-01,40.0,0.0,0.0,60.27926078028747
https://www.goodreads.com/book/show/146230851-legends,Legends: Stories By The Masters of Modern Fantasy,Stephen King,Fantasy,English,5.0,1 rating0 reviews,2001-08-01,715.0,0.0,8.0,53.86173853524983
https://www.goodreads.com/book/show/145640404-kit-stephen-king-crimes-do-mestre,"Kit Stephen King – Crimes do Mestre: Depois, Joyland e Billy Summers Capa comum – 16 maio 2022",Stephen King,,,5.0,1 rating0 reviews,,299.0,0.0,0.0,
https://www.goodreads.com/book/show/145484211-das-m-dchen-by-stephen-king,Das M???dchen by Stephen King,Stephen King,,,5.0,1 rating0 reviews,,299.0,0.0,0.0,
https://www.goodreads.com/book/show/117078894,ドロレス・クレイボーン,Stephen King,,,5.0,1 rating0 reviews,,299.0,0.0,0.0,
https://www.goodreads.com/book/show/143726816-antique-rare-steppenwolf-by-herman-hesse-1929-first-printing-hardcover,Antique Rare Steppenwolf by Herman Hesse (1929) First Printing Hardcover Novel [Hardcover] Stephen King,Stephen King,,English,5.0,1 rating0 reviews,1800-01-01,299.0,0.0,3.0,-147.71526351813827
https://www.goodreads.com/book/show/141347721-road-rage-by-richard-matheson,Road Rage by Richard Matheson,Stephen King,,,5.0,1 rating0 reviews,,299.0,0.0,3.0,
https://www.goodreads.com/book/show/140849429-the-stand-for-the-first-time-complete-and-uncut-by-stephen-king-paperba,The Stand for the First Time Complete and Uncut By Stephen King (Paperback) Plus 2 Free Paperbacks: Carrie and Christine,Stephen King,,,5.0,1 rating0 reviews,1991-01-01,299.0,0.0,0.0,43.279945242984255
https://www.goodreads.com/book/show/129997027-children-of-the-corn---vhs---vide0,CHILDREN OF THE CORN - VHS - VIDE0,Stephen King,,,5.0,1 rating0 reviews,1984-01-01,299.0,0.0,0.0,36.27926078028747
https://www.goodreads.com/book/show/129996991-the-dark-tower-2-graphic-novel,THE DARK TOWER 2 (GRAPHIC NOVEL): THE LONG ROAD HOME - BOOK MARK,Stephen King,,Japanese,5.0,1 rating0 reviews,2008-01-01,299.0,0.0,0.0,60.27926078028747
https://www.goodreads.com/book/show/128910416-castle-rock-the-stephen-king-newsletter-december-1986-january-1987-vol,"Castle Rock The Stephen King Newsletter December 1986/January 1987 Vol. 3, No.1 Double Issue",Stephen King,,,5.0,1 rating0 reviews,1987-01-01,299.0,0.0,0.0,39.279945242984255
https://www.goodreads.com/book/show/128738028-castle-rock,"CASTLE ROCK : THE STEPHEN KING NEWSLETTER April 1986 , Vol. 2, No. 4, , Includes Articles Praise for Ellison's 'Gramma' "". The Unexpected, and the Inevitable"" By Michael McDowell ,ETC. Castle Rock Was Published in Bangor Maine, From 1985 to 1989, An",Stephen King,,English,5.0,1 rating0 reviews,1986-01-01,299.0,0.0,0.0,38.280629705681044
https://www.goodreads.com/book/show/125858139-stephen-king-collection,"Stephen King Collection: Bag of Bones, Black House, Blaze, Carrie, Cell, Christine, Cujo, Dark Half, Dead Zone, Desperation, Different Seasons, Dreamcatcher, Duma Key, Eyes of the Dragon, Everythings Eventual, Firestarter, Four Past Midnight, From...",Stephen King,,English,5.0,1 rating0 reviews,,299.0,0.0,2.0,
